Nom_du_POI;LAT;LONG;Adresse_postale;Code_postal;Commune
A la confluence Loire et Vienne;47,21079700;0,07469600;;37500;Candes-Saint-Martin
LA ROCHE;47,65802920;6,64058421;;70200;Frédéric-Fontaine
balade ludique randoland à viviers sur chiers;49,46018827;5,63377903;;54260;Viviers-sur-Chiers
Patrimoine architectural et naturel de Chauray;46,35550100;-0,38998200;;79180;Chauray
Patrimoine architectural et naturel de Chauray;46,35550100;-0,38998200;;79180;Chauray
Balade de la biodiversité : Boucle de la Boissonnie n° 25 / Fleurac;45,00799010;1,00136518;;24580;Fleurac
Boucle des Points de Vue n° 8 / Peyzac -Le Moustier;44,99064000;1,07891000;;24620;Peyzac-le-Moustier
Le long du Lysos;44,41865020;-0,07991400;;33690;Cauvignac
Le long du Lysos;44,41865020;-0,07991400;;33690;Cauvignac
FORET DOMANIALE ET CAMPAGNE;43,69433600;0,81981600;;32270;Saint-Sauvy
Sentier de la Motte du Château;47,14258000;6,04680000;;25660;Montrond-le-Château
Sur les pas du chasseron - Saint-Génard;46,18247000;-0,13524000;;79500;Marcillé
Boucle d'Ordonnac;45,30748000;-0,83650000;;33340;Ordonnac
Saint-Géraud, un circuit panoramique sur la vallée du Dropt;44,62147910;0,15260696;;47120;Saint-Géraud
Saint-Géraud, un circuit panoramique sur la vallée du Dropt;44,62147910;0,15260696;;47120;Saint-Géraud
Saint-Jean-de-Thurac, du canal aux coteaux de Serres;44,15383720;0,74290752;;47270;Saint-Jean-de-Thurac
Saint-Jean-de-Thurac, du canal aux coteaux de Serres;44,15383720;0,74290752;;47270;Saint-Jean-de-Thurac
Sortie de L'Eyre vers le Delta au Teich;44,60587780;-0,94451730;;33380;Mios
EN VÉLO ELECTRIQUE VERS TULLE;43,64594300;0,78297200;;32270;Aubiet
Boucle de Saint-Avit-de-Soulège;44,81320900;0,12556000;;33220;Saint-Avit-de-Soulège
Le mont de Guillon;47,31858000;6,39246000;;25110;Guillon-les-Bains
Circuit Pédestre N°B1 Le dolmen des granges;46,11417000;1,63332000;;23210;Bénévent-l'Abbaye
Circuit pédestre n°B3 Le Bois de l'Age;46,11890000;1,62902000;;23210;Bénévent-l'Abbaye
Circuit pédestre n°B5 La Toueille;46,11876000;1,62909000;;23210;Bénévent-l'Abbaye
"Gravel bleu n°2 - ""De la Brousse au Puy de Gaud""";46,11896000;1,62908000;;23210;Bénévent-l'Abbaye
Circuit pédestre n°B2 La Forêt de Chabaud;46,11422000;1,63322000;;23210;Bénévent-l'Abbaye
VTT 10 bleu - Bénévent l'Abbaye;46,11763000;1,62916000;;23210;Bénévent-l'Abbaye
Circuit Uni'vertrail n°9 - Bénév'en trail;46,11763000;1,62916000;;23210;Bénévent-l'Abbaye
Circuit Uni'vertrail n°10 - Le trail des bergers;46,11763000;1,62916000;;23210;Bénévent-l'Abbaye
Circuit Uni'vertrail n°8 - Le trail des Agneaux;46,11763000;1,62916000;;23210;Bénévent-l'Abbaye
Circuit pédestre n° 5 Forgevieille;46,30858000;1,54526000;;23160;Saint-Germain-Beaupré
Sentier des 7 fontaines à Beauregard et Bassac;44,98854100;0,64146800;;24140;Beauregard-et-Bassac
Sentier des 7 fontaines à Beauregard et Bassac;44,98854100;0,64146800;;24140;Beauregard-et-Bassac
Boucle des hameaux à Maurens;44,93503960;0,48491753;;24140;Eyraud-Crempse-Maurens
Boucle des hameaux à Maurens;44,93503960;0,48491753;;24140;Eyraud-Crempse-Maurens
Boucle de l'ophrys à Clermont de Beauregard;44,95177350;0,63949323;;24140;Clermont-de-Beauregard
Boucle de l'ophrys à Clermont de Beauregard;44,95177350;0,63949323;;24140;Clermont-de-Beauregard
Chemin d'Amadour : étape 20 De Saint Julien de Lampon à Souillac;44,86483000;1,36742000;;24370;Saint-Julien-de-Lampon
Chemin d'Amadour : étape 20 De Saint Julien de Lampon à Souillac;44,86483000;1,36742000;;24370;Saint-Julien-de-Lampon
ENTRE PLATEAUX ET VALLÉES - PR N°58;48,54564630;5,11244130;;52000;Chevillon
LES CHEMINS DES CARRIERS - PR N°40;48,54564630;5,11244130;;52000;Chevillon
Boucle du Clos Neuf;45,53703000;0,49448000;;24300;Hautefaye
Boucle du Clos Neuf;45,53703000;0,49448000;;24300;Hautefaye
Boucle du Grand Claud;45,16480000;0,39660000;;24190;Saint-Vincent-de-Connezac
Boucle du Grand Claud;45,16480000;0,39660000;;24190;Saint-Vincent-de-Connezac
Boucle de Pradelou;45,16480000;0,39660000;;24190;Saint-Vincent-de-Connezac
Boucle de Pradelou;45,16480000;0,39660000;;24190;Saint-Vincent-de-Connezac
PR 36 Circuit des gouffres de Trois Fontaines;48,71558700;4,94738800;;51000;Trois-Fontaines-l'Abbaye
La Lanvertoise;47,23265000;5,77588000;;25170;Lantenne-Vertière
De Saint-Honoré-les-Bains à Cercy-la-Tour A/R;46,90703000;3,83458000;;58360;Saint-Honoré-les-Bains
De Saint-Honoré-les-Bains à Cercy-la-Tour A/R;46,90703000;3,83458000;;58360;Saint-Honoré-les-Bains
Sentier découverte les Bouchoux;46,29752000;5,82151000;;39370;Les Bouchoux
Sur les pas d'Ulysse Dalloz;46,29752000;5,82151000;;39370;Les Bouchoux
Base VTT Sud-Est Charente - Circuit VTT n°6;45,48159400;0,27797200;;16320;Villebois-Lavalette
Base VTT Sud-Est Charente - Circuit VTT n°5;45,48159400;0,27797200;;16320;Villebois-Lavalette
Tour de la butte de Corton;47,07947300;4,84971393;;21420;Pernand-Vergelesses
Boucle des 10 000 ans à Issac;45,01580400;0,44994500;;24400;Issac
Boucle des 10 000 ans à Issac;45,01580400;0,44994500;;24400;Issac
La Rochebeaucourt / Argentine : A la rencontre de la belle Argentine en Ecomobilité;45,48253000;0,38004000;;24340;La Rochebeaucourt-et-Argentine
La Rochebeaucourt / Argentine : A la rencontre de la belle Argentine en Ecomobilité;45,48253000;0,38004000;;24340;La Rochebeaucourt-et-Argentine
RANDONNÉE COURNIOU-LES-GROTTES LES CAPITELLES;43,47424300;2,71247100;;34220;Courniou
Circuit du Château;46,48807600;2,35685900;;3370;Saint-Éloy-d'Allier
L'ancien vignoble d'Huriel;46,37563100;2,47556000;;3380;Huriel
Balade du Spiémont;48,13445698;6,75385553;;88640;Champdray
Balade Tourisme Vert et Culturel à Longjumeau;48,69306400;2,29476200;;91160;Longjumeau
Circuit VTTn°89 Xatimont;48,16326490;6,36834371;;88390;Sanchey
Boucle patrimoine n°9 - Bouzey et ses forts;48,16493943;6,36862266;;88390;Sanchey
Circuit de Montot;47,78114920;4,85613162;;21290;Recey-sur-Ource
Circuit de Lugny;47,78112380;4,85612624;;21290;Recey-sur-Ource
Circuit des 4 châteaux;49,04907165;7,77986026;;67510;Lembach
De château en château;49,04648388;7,77402377;;67510;Lembach
Véloroute de la vallée de la Sauer;49,03771129;7,76739073;;67510;Lembach
De part et d'autre;49,00401953;7,78932309;;67510;Lembach
Vers Montrodat - VTT n°12;44,57387970;3,33222070;;48100;Montrodat
La Tour d'Apcher - VTT n°13;44,85010540;3,32611780;;48200;Saint-Pierre-le-Vieux
Le Menhir de Pinjo Chabre - VTT n°12;44,84802830;3,30873359;;48200;Saint-Pierre-le-Vieux
La Route de l'Histoire et des Légendes depuis Le Bourguet;43,78358300;6,51990500;;83840;Le Bourguet
Circuit découverte de Mirmande;44,69894700;4,83466200;;26270;Mirmande
Circuit découverte de Mirmande;44,69894700;4,83466200;;26270;Mirmande
Boucle des Sapins de Noël;47,27589560;4,14400165;;21210;Champeau-en-Morvan
Sentier d'Amagney;47,30566000;6,15127000;;25220;Besançon
Entre Doubs et Cusancin;47,34291500;6,40967190;;25110;Villers-Saint-Martin
Autour des Mardelles;47,17495000;3,33071000;;58700;Prémery
Autour des Mardelles;47,17495000;3,33071000;;58700;Prémery
Géocaching;47,17536100;3,33042400;;58700;Prémery
Géocaching;47,17536100;3,33042400;;58700;Prémery
Boucle de Collonchèvres;47,28107740;4,22631830;;21210;Saulieu
Boucle de l'Argentalet;47,31012770;4,22402270;;21210;Saulieu
Boucle du Bois de Brenil;47,29863310;4,20209296;;21210;Saulieu
La grotte de l'Albaréa à Sospel;43,87793000;7,44915400;;6380;Sospel
La grotte des Loubières à Gorbio;43,78664800;7,44438000;;6500;Gorbio
Autour de Rocheux...à vélo;47,86549000;1,18345000;;41160;Lignières
Entre vignoble et châteaux;47,52000000;1,38000000;;41120;Cellettes
Base VTT Sud-Charente - Circuit VTT n°3;45,27261000;0,16927900;;16390;Aubeterre-sur-Dronne
Base VTT Sud-Charente - Circuit VTT n°4;45,27261000;0,16927900;;16390;Aubeterre-sur-Dronne
Base VTT Sud-Charente - Circuit VTT n°5;45,27261000;0,16927900;;16390;Aubeterre-sur-Dronne
Base VTT Sud-Charente - Circuit VTT n°2;45,27261000;0,16927900;;16390;Aubeterre-sur-Dronne
Terres, truffes et cascades - Etape : Sillans la Cascade - Aups;43,56840700;6,18190800;;83690;Sillans-la-Cascade
Terres, truffes et cascades - Etape : Salernes - Sillans;43,56375800;6,23174300;;83690;Salernes
Grossouvre, de Terre et de Feu;46,87809900;2,93834900;;18600;Grossouvre
Les bois;46,66461600;2,27940200;;18170;Saint-Pierre-les-Bois
Randonnée pédestre Crazannes / Port-d'Envaux;45,84711200;-0,70355800;;17350;Crazannes
Terra Aventura, Crazannes : En vaillant, vaillant petit tailleur !;45,84722400;-0,70378400;;17350;Crazannes
De Motteville à Flamanville;49,63460000;0,83879000;;76970;Flamanville
De Motteville à Flamanville;49,63460000;0,83879000;;76970;Flamanville
La Petite “Lourdes”;49,67862000;0,84718600;;76760;Criquetot-sur-Ouville
La Petite “Lourdes”;49,67862000;0,84718600;;76760;Criquetot-sur-Ouville
Randonnée pédestre Sainte-Gemme;45,77106800;-0,88971900;;17250;Sainte-Gemme
Chemin de la Forêt;44,89331020;0,59065117;;24520;Lamonzie-Montastruc
Chemin des Séchoirs à Tabac;44,89331020;0,59065117;;24520;Lamonzie-Montastruc
Chemin des Hameaux;44,89331020;0,59065117;;24520;Lamonzie-Montastruc
Balade A la Croisée des chemins à Neuvy-sur-Loire;47,52318800;2,88134700;;58450;Neuvy-sur-Loire
Balade A la Croisée des chemins à Neuvy-sur-Loire;47,52318800;2,88134700;;58450;Neuvy-sur-Loire
Balade A la Croisée des chemins à Neuvy-sur-Loire;47,52318800;2,88134700;;58450;Neuvy-sur-Loire
Balisage Touristique;43,89119800;4,74548700;;13570;Barbentane
Balade à pied à Saint-Gilles - Forges et moulins;46,47973400;1,45724100;;36170;Saint-Gilles
Sur les Chemins du Périgord - A l'affut de la faune sauvage de Verteillac;45,35206000;0,36677000;;24320;Verteillac
Sur les Chemins du Périgord - A l'affut de la faune sauvage de Verteillac;45,35206000;0,36677000;;24320;Verteillac
CIRUIT DE CANTONS EN CANTONS;45,34726450;0,36642667;;24320;Verteillac
Boucle de Saint André de Double;45,14673000;0,31797000;;24190;Saint-André-de-Double
Boucle de Saint André de Double;45,14673000;0,31797000;;24190;Saint-André-de-Double
Boucle des Bénédictins - Paunat;44,90519000;0,85922000;;24510;Paunat
Boucle des Bénédictins - Paunat;44,90519000;0,85922000;;24510;Paunat
Boucle des Bertrandoux;44,90551000;0,85964000;;24510;Paunat
Boucle des Bertrandoux;44,90551000;0,85964000;;24510;Paunat
Boucle des Montoises;44,90551000;0,85964000;;24510;Paunat
Boucle des Montoises;44,90551000;0,85964000;;24510;Paunat
"RANDONNÉE MARGON ""LES BANASTES""";43,48593400;3,30681500;;34320;Margon
"RANDONNÉE MARGON ""LES BANASTES""  VARIANTE COURTE";43,48593400;3,30681500;;34320;Margon
SENTIER DE BAZEILLES (N°66);48,38049190;-0,37713200;;53250;Le Ham
Vallée du Brevon;47,74280590;4,70264023;;21510;Rochefort-sur-Brévon
Circuit Au Fil de l'Aune - Ecommoy - E3;47,82340000;0,27802000;;72220;Écommoy
Circuit Fontenailles - Prâle - Ecommoy - E1;47,82340000;0,27802000;;72220;Écommoy
Circuit De la Vallée au Soleil - Ecommoy - E2;47,82340000;0,27802000;;72220;Écommoy
Circuit La légende du coq - Ecommoy - E4;47,82340000;0,27802000;;72220;Écommoy
"Circuit moto ""La montagnarde""";44,48096600;4,69167000;;7160;Le Cheylard
Boucle le ruisseau des fillières;47,87635500;0,12805804;;72230;Guécélard
Sauvagnas, sur les pas des Templiers;44,24897560;0,73867888;;47340;Sauvagnas
Sauvagnas, sur les pas des Templiers;44,24897560;0,73867888;;47340;Sauvagnas
Sauvagnas, la traversée du bois de Courties;44,24897560;0,73867888;;47340;Sauvagnas
Sauvagnas, la traversée du bois de Courties;44,24897560;0,73867888;;47340;Sauvagnas
Le Clos des Marnières;49,77043590;0,84103000;;76560;Canville-les-Deux-Églises
Le Clos des Marnières;49,77043590;0,84103000;;76560;Canville-les-Deux-Églises
La Grange Dimière;49,64357600;0,88446100;;76760;Auzouville-l'Esneval
La Grange Dimière;49,64357600;0,88446100;;76760;Auzouville-l'Esneval
Randonnée pédestre Saint-Sulpice-d'Arnoult;45,80323300;-0,84804500;;17250;Saint-Sulpice-d'Arnoult
Circuit moto de Brousse-le-Château à Millau;43,99740000;2,62612917;;12480;Brousse-le-Château
Circuit vélo route autour de Goutrens;44,46900000;2,33992917;;12390;Escandolières
Circuit vélo route d'Auzits et Escandolières;44,46900000;2,33992917;;12390;Escandolières
Circuits routes à vélo autour d'Escandolières;44,46900000;2,33992917;;12390;Escandolières
Circuit vélo d'Anglars-Saint-Felix;44,42310000;2,21930000;;12390;Anglars-Saint-Félix
Circuit cyclo n°1 - Gorges du Lot;44,64630000;2,56762917;;12140;Entraygues-sur-Truyère
Circuit moto d'Entraygues-sur-Truyère à Najac;44,64630000;2,56762917;;12140;Entraygues-sur-Truyère
Circuit cyclo n°2 - Vers la Selves;44,64630000;2,56762917;;12140;Entraygues-sur-Truyère
Vallée du Lot à vélo (V86), ENTRAYGUES-SUR-TRUYERE/ESTAING;44,64630000;2,56762917;;12140;Entraygues-sur-Truyère
28 - Des coteaux à la vallée du Lot - Randonnées en Terres d'Aveyron;44,64630000;2,56762917;;12140;Entraygues-sur-Truyère
11 - Pargues Régaud - Randonnées en Terres d'Aveyron;44,64630000;2,56762917;;12140;Entraygues-sur-Truyère
La route des vins de Marcillac;44,47350000;2,46502917;;12330;Marcillac-Vallon
Le Créneau aval Marcillac (lâchers de truites);44,47770000;2,45570000;;12330;Marcillac-Vallon
Randonnée Marcillac - Des moulins aux Vignes;44,47140000;2,46510000;;12330;Marcillac-Vallon
Balade autour de Marcillac - Aller-retour entre Marcillac et Cougousse;44,47370000;2,46370000;;12330;Marcillac-Vallon
Balade sur les comestibles;44,47137959;2,46522907;;12330;Marcillac-Vallon
Balade autour de Marcillac-Vallon : le chemin des vignes par Foncourrieu;44,47350000;2,46502917;;12330;Marcillac-Vallon
Millau - Le Cade;44,10305575;3,08822528;;12100;Millau
La Dourbie;44,12110000;3,20590000;;12100;Millau
Circuit de Roquefort;44,09730000;3,07882917;;12100;Millau
Circuit de Millau;44,09730000;3,07882917;;12100;Millau
Circuit de Millau Grands Causses;44,09730000;3,07882917;;12100;Millau
Randonnée Viaduc de Millau : PR39;44,09730000;3,07882917;;12100;Millau
Des gorges de la Dourbie au plateau du Larzac;44,09730000;3,07882917;;12100;Millau
Le Tarn à Millau (lâchers de truites);44,09990000;3,08770000;;12100;Millau
La Dourbie entre le Monna et Massebiau (no kill);44,10860000;3,13070000;;12100;Millau
VTT Carladez: le vallon de Brommat;44,82990000;2,68552917;;12600;Brommat
VTT Carladez : Le vallon d'Albinhac;44,84690000;2,71900000;;12600;Brommat
VTT : Circuit de Cabanac;44,46450000;2,94652917;;12130;Sainte-Eulalie-d'Olt
VTT : Circuit du lac de Lous;44,46450000;2,94652917;;12130;Sainte-Eulalie-d'Olt
VTT : Circuit de Cabanac;44,46450000;2,94652917;;12130;Sainte-Eulalie-d'Olt
Circuit d'Estaing - Conques;44,55540000;2,67202917;;12190;Estaing
Le GR®65 - Le chemin de Saint-Jacques de Compostelle : Étape n° 3 : Estaing – Golinhac;44,55353899;2,67209831;;12190;Estaing
04 - Le Tour du Combayre - Randonnées en Terres d'Aveyron;44,55540000;2,67202917;;12190;Estaing
30 - Circuit des deux vallées - Randonnées en Terres d'Aveyron;44,55540000;2,67202917;;12190;Estaing
Vallée du Lot à vélo (V86), ESTAING/ESPALION;44,55540000;2,67202917;;12190;Estaing
13 - Les chapelles et le vignoble - Randonnées en Terres d'Aveyron;44,55540000;2,67202917;;12190;Estaing
Le chemin Conques -Toulouse (itinéraire de liaison jacquaire);44,59950000;2,39752917;;12320;Conques-en-Rouergue
Le GR®65 - Le chemin de Saint-Jacques de Compostelle : Étape n° 5 : Conques – Decazeville;44,59930114;2,39741864;;12320;Conques-en-Rouergue
Randonnée Saint-Cyprien - Le sentier des croix;44,54570000;2,41100000;;12320;Conques-en-Rouergue
Dourdou de Conques à Grand-Vabre (lâchers de truites);44,62840000;2,35640000;;12320;Conques-en-Rouergue
Randonnée Grand-Vabre - Monédiès;44,62920000;2,35800000;;12320;Conques-en-Rouergue
La Voie de Conques - V86;44,59950000;2,39752917;;12320;Conques-en-Rouergue
Randonnée Grand-Vabre - La Vinzelle;44,63700000;2,35450000;;12320;Conques-en-Rouergue
Boucle à vélo autour de Conques et la Vallée du Lot;44,54670000;2,40650000;;12320;Conques-en-Rouergue
Randonnée Noailhac - Le sentier du Rébouscou;44,56550000;2,37650000;;12320;Conques-en-Rouergue
Dourdou de Conques au Moulin de Sanhes;44,56110000;2,40830000;;12320;Conques-en-Rouergue
Vallée du Lot à vélo (V86), GRAND-VABRE/ENTRAYGUES-SUR-TRUYERE;44,59950000;2,39752917;;12320;Conques-en-Rouergue
Voie de Conques (V86), GRAND-VABRE/VILLECOMTAL;44,59950000;2,39752917;;12320;Conques-en-Rouergue
Circuit dans la vallée du Lot;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
circuit St Geniez-St Laurent-St Geniez;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit de Larqué;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit de St Laurent d'Olt;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit dans la vallée du Lot;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Le Lot à Saint Geniez d'Olt (lâchers de truites);44,46610000;2,97140000;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit de Trélans;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Le Col de Verlac;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
"Itinéraire motorisé de découverte ""la Trans-Aubrac""";44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme des Causses à l'Aubrac;44,31895906;3,06389547;;12130;Saint Geniez d'Olt et d'Aubrac
"Circuit découverte motorisé "" du Causse comtal à la Vallée du Lot"" au départ de St Geniez d'Olt";44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit de Prades d'Aubrac au Col de Bonnecombes;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Parcours famille - Itinéraire de découverte de la rivière Lot;44,46640000;2,97200000;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit de Banassac et Campagnac;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit du Causse et de la Vallée de la Serre;44,46580000;2,97280000;;12130;Saint Geniez d'Olt et d'Aubrac
Cyclotourisme : Circuit de Vaysse Rodier;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
"Circuit découverte motorisé "" du Causse de Sévérac à la Vallée de la Serre "" au départ de St Geniez d'Olt";44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Vallée de Lot à vélo (V86), SAINT-GENIEZ-D'OLT/SAINT-LAURENT-D'OLT;44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Le Lot à Saint Geniez d'Olt Parcours famille;44,46610000;2,97140000;;12130;Saint Geniez d'Olt et d'Aubrac
"Circuit découverte motorisé "" à la découverte de l'Aubrac "" au départ de St Geniez d'Olt";44,46540000;2,97442917;;12130;Saint Geniez d'Olt et d'Aubrac
Boucle des Chauprades à Ajat;45,15651200;1,01541290;;24210;Ajat
La boucle de bois nègre à Ajat;45,15719000;1,01598000;;24210;Ajat
La boucle de bois nègre à Ajat;45,15719000;1,01598000;;24210;Ajat
Circuit VAE : La Dolce Via;45,06900000;4,83110000;;7300;Tournon-sur-Rhône
Le Canal des 2 Mers à Vélo en Lot-et-Garonne;44,53042790;0,01811027;;47270;Meilhan-sur-Garonne
Boucle de Pomport;44,77940810;0,41802118;;24240;Pomport
Circuit de la Sarre aux portes de Sarreguemines;49,15558737;7,03155322;;57520;Grosbliederstroff
Parcours mémoriel;49,15752062;7,02993741;;57520;Grosbliederstroff
Parcours mémoriel;49,15752062;7,02993741;;57520;Grosbliederstroff
Itinéraire des lacs de Sarralbe à Hoste;49,00298257;7,02915311;;57430;Sarralbe
Route de la ligne maginot aquatique;48,99995632;7,02996214;;57430;Sarralbe
Route de la ligne maginot aquatique;48,99995632;7,02996214;;57430;Sarralbe
Parcours des cigognes;49,00185265;7,02997928;;57430;Sarralbe
Parcours des cigognes;49,00185265;7,02997928;;57430;Sarralbe
Itinéraire des lacs de Sarralbe à Sarreguemines;48,99908723;7,02464268;;57430;Sarralbe
Dans la roue de Lawrence d'Arabie Etape 1 Castillon la Bataille-Mussidan;44,85016530;0,02629438;;24230;Lamothe-Montravel
Dans la roue de Lawrence d'Arabie Etape 1 Castillon la Bataille-Mussidan;44,85016530;0,02629438;;24230;Lamothe-Montravel
Boucle de Lamothe Montravel;44,85021490;0,02503388;;24230;Lamothe-Montravel
Boucle de Lamothe Montravel;44,85021490;0,02503388;;24230;Lamothe-Montravel
Dans la roue de Lawrence d'Arabie;44,85021100;0,02674500;;24230;Lamothe-Montravel
Dans la roue de Lawrence d'Arabie;44,85021100;0,02674500;;24230;Lamothe-Montravel
Circuit voiture : Sur les traces des personnages historiques de la Châtaigneraie;44,73727000;2,12431500;;15600;Quézac
Les églises romanes - 80 kms;45,20500000;2,44050000;;15380;Anglards-de-Salers
Tour du Mont Blanc. Col des Montets (1460m) Refuge du lac Blanc (2358m). Etape 01;46,00398400;6,92379400;;74400;Chamonix-Mont-Blanc
Au Fil du Rail - Jeu de Piste à Argentière;45,98198200;6,92653100;;74400;Chamonix-Mont-Blanc
Tour des Aiguilles Rouges 4 jours;46,00378800;6,92366100;;74400;Chamonix-Mont-Blanc
Au Fil du Rail - Jeu de Piste Trélechamps - Aiguilles Rouges;45,99648400;6,93449700;;74400;Chamonix-Mont-Blanc
Au Fil du Rail - Jeu de Piste aux Bois de Chamonix;45,93979900;6,88850800;;74400;Chamonix-Mont-Blanc
Tour du Mont Blanc. Chalet refuge du Lac Blanc – Refuge de Bellachat (2166 m). Etape 02.;45,92217500;6,82960600;;74400;Chamonix-Mont-Blanc
Aller cyclo : Col des Montets;45,92352400;6,86852000;;74400;Chamonix-Mont-Blanc
Itinéraire VTT AE - T : E-Bike MB France-Italie depuis Argentière;45,98192900;6,92644900;;74400;Chamonix-Mont-Blanc
Itinéraire VTT - T : E-Bike MB France-Italie depuis Argentière;45,98196600;6,92651300;;74400;Chamonix-Mont-Blanc
Circuit voiture : Vallée du Lot en Châtaigneraie;44,70700000;2,50000000;;15120;Montsalvy
Circuit Moto - Au départ de Montsalvy;44,70729400;2,50004700;;15120;Montsalvy
Circuit du Patrimoine - Petite Cité de Caractère® de Montsalvy;44,70622500;2,50034500;;15120;Montsalvy
Circuit voiture : la Châtaigneraie des Lacs;44,96800000;2,18890000;;15150;Laroquebrou
Les Vallons à VTT;49,47900590;0,81801971;;76580;Le Trait
De Seine en forêt;49,47900590;0,81801971;;76580;Le Trait
Circuit de Linac, sur la Route des Moulins;44,66585000;2,11295000;;46270;Linac
Le circuit de Linac;44,66608000;2,11315400;;46270;Linac
Col d'Osquich;43,22013100;-0,88950000;;64130;Mauléon-Licharre
GR 78 de Mauléon-Licharre à Saint-Just-Ibarre;43,21973220;-0,88919950;;64130;Mauléon-Licharre
Le tour de Soule (cyclotourisme);43,22013100;-0,88950000;;64130;Mauléon-Licharre
Le tour de Soule (cyclotourisme);43,22013100;-0,88950000;;64130;Mauléon-Licharre
Le sentier des contrebandiers - De Espila à Urepel - équestre;43,11595000;-1,36283500;;64430;Banca
Le sentier des contrebandiers - De Col d'Ehorrieta à St - Martin d'Arossa - équestre;43,12638400;-1,37390400;;64430;Banca
Parcours Street Art de Bourgoin-Jallieu;45,58666600;5,28261400;;38300;Bourgoin-Jallieu
La boucle des Oeillettes;45,24097200;6,44213300;;73140;Saint-Martin-de-la-Porte
Descente Courchevel Le Praz;45,42220600;6,64313400;;73120;Courchevel
Sentier botanique et Cascade des Poux;45,41784900;6,64509400;;73120;Courchevel
Le Petit Mont Blanc - Passage de Plassa;45,40512900;6,66412600;;73120;Courchevel
Chemin Aquamotion;45,41714300;6,64498200;;73120;Courchevel
Col de Mey;45,40625800;6,66286000;;73120;Courchevel
Sentier découverte du Grand Bois;45,43419200;6,63735100;;73120;Courchevel
Arête de la Saulire  - Col du Fruit;45,38324200;6,61035300;;73120;Courchevel
13 - Abri de Bec de l'Aigle (été);45,38864500;6,64678800;;73120;Courchevel
Sentier botanique et Cascade des Poux Forêt du Laition;45,41082900;6,66668000;;73120;Courchevel
Dent du Villard;45,41034100;6,66635800;;73120;Courchevel
Chemin du moulin de Villaflou;45,43222000;6,59671100;;73120;Courchevel
Lac Bleu;45,39584800;6,61949400;;73120;Courchevel
Crête des Gravelles;45,40597200;6,64513000;;73120;Courchevel
16 - Circuit des Teppes (été);45,43169700;6,59210400;;73120;Courchevel
Crêtes du Mont Charvet;45,40912100;6,66738800;;73120;Courchevel
Courchevel Le Praz - Montcharvet - La Jairaz;45,38864500;6,64678800;;73120;Courchevel
Circuit de la Nouvaz;45,43229500;6,59597000;;73120;Courchevel
Lacs Merlet - Col de Chanrouge;45,39191500;6,65234600;;73120;Courchevel
Boucle de Lambaudie;45,22100000;0,93700000;;24640;Cubjac-Auvézère-Val d'Ans
Boucle de Lambaudie;45,22100000;0,93700000;;24640;Cubjac-Auvézère-Val d'Ans
Boucle du Lac Blanc;45,22600000;0,98500000;;24640;Cubjac-Auvézère-Val d'Ans
Boucle du Lac Blanc;45,22600000;0,98500000;;24640;Cubjac-Auvézère-Val d'Ans
Boucle de Grattelouve;45,22600000;0,98500000;;24640;Cubjac-Auvézère-Val d'Ans
Boucle de Grattelouve;45,22600000;0,98500000;;24640;Cubjac-Auvézère-Val d'Ans
Boucle des quatres paroisses;45,22100000;0,93700000;;24640;Cubjac-Auvézère-Val d'Ans
Boucle des quatres paroisses;45,22100000;0,93700000;;24640;Cubjac-Auvézère-Val d'Ans
Itinéraire 2 - L'Indre à moto;46,81260000;1,69694000;;36000;Châteauroux
Circuit vtt n°38 – la fontaine aux auges;48,05471400;6,11910700;;88260;Hennezel
Circuit vtt n°38 – la fontaine aux auges;48,05471400;6,11910700;;88260;Hennezel
GRP 4 Les belvèdères du Mont-Saint-Michel - de Carolles à Avranches;48,75014190;-1,55747090;;50740;Carolles
La vallée du Lude;48,74974000;-1,56248000;;50740;Carolles
De chemins de fer en chemins de terre;48,65528200;-0,94753800;;50140;Le Neufbourg
Balade Mortainaise;48,65528200;-0,94753800;;50140;Le Neufbourg
