FID;osm_id;amenity;name;short_name;official_name;alt_name;old_name;operator;operator-type;emergency;contact-email;addr-housename;addr-housenumber;addr-street;addr-city;addr-postcode;osm_version;osm_timestamp;healthcare-speciality;the_geom;osm_original_geom
hospitals_point.1009876169;1009876169;hospital;Clinique mutualiste Jean Léon;;;;;;;;;;322;Allée des Jardins;La Grande-Motte;34280;1;2021-12-07T10:33:40Z;;POINT (455407.9363788648 5397739.6776384795);"SRID=3857;POLYGON((455313.8828099692 5397817.519434697,455400.62295719533 5397661.810292554,455406.44496656384 5397653.898937051,455413.4580944838 5397653.453443444,455502.2799161878 5397704.80824393,455464.21978228557 5397776.471940123,455430.32299733907 5397762.431035038,455413.6028098219 5397756.16332936,455404.9421534381 5397758.851682991,455357.4755225639 5397841.56118428,455313.8828099692 5397817.519434697))"
hospitals_point.1347047604;1347047604;hospital;Maison de santé;;;;;;;;;;12;Place Jules Ferry;Thaon-les-Vosges;88150;1;2024-12-29T10:05:44Z;"general;kinésithérapie;dentiste;infirmière;sage-femme;psychomotricienne";POINT (714795.8116945862 6149180.024800625);"SRID=3857;POLYGON((714768.9584613255 6149197.032522037,714785.0775235923 6149158.328403587,714788.0052262001 6149159.749502028,714791.3225470259 6149152.242761164,714809.8349783447 6149159.649189189,714813.2858825594 6149153.296045118,714816.3026407599 6149154.750580317,714823.3157686798 6149157.492463437,714801.18545391 6149210.44107392,714768.9584613255 6149197.032522037))"
hospitals_point.144557872;144557872;hospital;Hôpital Prosper Chubert;Centre Hospitalier Chubert;;;;Centre hospitalier Bretagne Atlantique;;yes;;;20;Boulevard du Général Guillaudot;Vannes;56000;31;2025-02-02T00:50:48Z;intensive;POINT (-305645.6342655179 6051239.619468651);"SRID=3857;POLYGON((-306260.78044487024 6051039.64892016,-306243.1585694776 6051013.037462477,-306212.1449593427 6050966.17835606,-306174.68595069076 6050950.062849169,-306157.20879063616 6050942.955506975,-306136.2028027235 6050934.839921077,-306133.68698223156 6050927.12103077,-306129.6238208176 6050914.625368601,-306128.833452433 6050912.212187249,-306138.8967344007 6050895.56786577,-306178.49307727587 6050830.015666592,-306119.7943097805 6050800.165284025,-306099.0666205948 6050789.620156951,-306050.48679481266 6050764.910230984,-306015.3654954674 6050798.198401979,-305987.5912825145 6050823.569561945,-305935.2265940453 6050816.677193845,-305935.2711218416 6050827.404167204,-305935.4269691288 6050865.882541911,-305939.47899859364 6050894.3943348825,-305935.7943234484 6050901.567751541,-305915.5453080731 6050940.90594892,-305906.7399363513 6050958.0296908645,-305904.5358104336 6050974.029511346,-305905.81598457776 6050986.905421479,-305909.500659723 6050998.310287324,-305905.0812759385 6051013.0209336495,-305893.49291694694 6051033.43406307,-305872.89881115017 6051056.045585884,-305846.41590429045 6051076.83898299,-305815.51361364627 6051097.797720133,-305790.8786103337 6051110.491995778,-305773.7688045987 6051115.087063698,-305721.90505383816 6051114.541605866,-305678.39026488713 6051106.194452453,-305665.26569692255 6051103.682043499,-305645.6066748484 6051094.277045431,-305601.2681216655 6051071.252198877,-305598.54079414107 6051069.830710002,-305581.97645391105 6051062.723269155,-305563.4417586939 6051050.210881705,-305534.18699651345 6051016.161411953,-305532.66191948956 6051012.8060588585,-305526.96236156096 6050999.302015498,-305525.86029860214 6050971.33532462,-305523.5448531936 6050948.162047773,-305507.9601244826 6050901.650394623,-305500.00078089087 6050894.60920672,-305419.65037243627 6050945.203409922,-305380.6440228623 6050902.014024201,-305381.8128775157 6050896.625696566,-305380.2432726955 6050888.708497343,-305373.39712401165 6050880.774776804,-305366.2726766009 6050877.006262105,-305360.01652121835 6050877.0723763835,-305356.5767489528 6050878.295490635,-305353.31508787256 6050879.452490759,-305350.7547395843 6050881.518562796,-305347.41515486053 6050884.2127214745,-305332.94362105743 6050879.022747836,-305326.5538822859 6050887.815953418,-305308.9765346896 6050912.708046376,-305253.9179145433 6050990.657455388,-305222.7929849174 6051034.723314973,-305215.579481914 6051029.070442682,-305169.404157133 6050992.872313177,-305119.90037957724 6051055.748065458,-305102.16718469386 6051078.260473018,-305099.7181558964 6051081.103453771,-305051.7505873136 6051142.2938829055,-305043.0120072863 6051186.029933674,-305048.3553428444 6051188.244841616,-305045.4499041347 6051194.906098026,-305043.2791740642 6051200.344199502,-305039.67242256255 6051202.790519828,-305038.44790816377 6051209.56749191,-305034.88568445836 6051229.567855199,-305041.67617339676 6051237.997774273,-305100.4639964847 6051312.098770268,-305116.4383434135 6051320.743652432,-305147.34063405776 6051337.454911914,-305172.9329849912 6051351.2900740765,-305199.90569761035 6051365.869086168,-305196.2989461086 6051379.489409972,-305191.06693004136 6051409.077323387,-305186.5028309189 6051437.012373869,-305179.61215443874 6051476.865433799,-305195.66442501114 6051491.461187824,-305251.4577537967 6051542.224189396,-305299.1915514489 6051585.648198842,-305330.9732660703 6051607.980159371,-305364.9368427114 6051622.708375189,-305407.63899937965 6051634.031431381,-305451.610198243 6051636.229924305,-305494.16763957334 6051633.50247076,-305580.6294880724 6051620.278465797,-305622.3742971199 6051613.8813606715,-305666.8798295391 6051606.343692501,-305687.8524216045 6051600.822685344,-305728.1278133735 6051587.036712838,-305748.45475239237 6051577.7634271765,-305814.86796059966 6051547.44762168,-305879.6670361904 6051517.8757635495,-305904.23524780845 6051507.180991298,-305938.44372732926 6051481.55987521,-305963.27910572523 6051468.947702138,-305961.4645980253 6051464.517742707,-305959.77254176524 6051455.938835202,-305959.77254176524 6051449.558381595,-305960.8189449787 6051442.1861534985,-305962.8449597112 6051437.293377794,-305965.18266901775 6051431.623712119,-305966.6632182453 6051428.036782697,-305970.0250668673 6051419.887681306,-305971.8618384654 6051415.424687864,-305974.71161742974 6051408.531846969,-305985.82130261086 6051413.771727915,-305989.0829636911 6051415.308980657,-305998.5673843067 6051419.5736187305,-306007.9293534824 6051420.614984163,-306013.78475869814 6051422.697715402,-306020.93147000705 6051426.598705424,-306027.0540420007 6051428.945912132,-306032.6422804385 6051429.326093562,-306063.856265657 6051424.003555084,-306078.8064732705 6051419.9703293545,-306098.05361322867 6051412.300593829,-306103.86449064803 6051407.6061901,-306109.1966942571 6051400.796003318,-306112.32477194833 6051393.803996755,-306112.88136940234 6051386.448345846,-306112.135528814 6051378.910876363,-306106.803325205 6051368.43116,-306102.39507336955 6051356.480331794,-306101.66036473034 6051348.380886404,-306104.0537337824 6051336.430085968,-306108.4619856178 6051326.876069315,-306113.4268349072 6051322.446182828,-306116.2320860752 6051320.925476051,-306145.35326486675 6051305.10683558,-306152.3663927867 6051301.288547399,-306177.05705584463 6051287.883228679,-306181.52096742543 6051281.486369992,-306189.8587972859 6051242.659027181,-306190.83840880485 6051238.113479103,-306192.7864998937 6051228.576100554,-306195.7921261451 6051213.832028294,-306199.5435929849 6051197.616883743,-306254.01221983 6051056.9381472105,-306260.78044487024 6051039.64892016))"
hospitals_point.442518892;442518892;hospital;Centre hospitalier d'Hauteville - Unité Espérance;;;;;;;;;;101;Rue du Docteur Crépin;Plateau d'Hauteville;01110;5;2024-09-09T02:07:00Z;;POINT (623893.0923062509 5776563.130346177);"SRID=3857;POLYGON((623817.1050927377 5776563.528773057,623839.9478522484 5776530.387115283,623818.6190378125 5776511.725965662,623824.8529292968 5776504.998350535,623840.7493525821 5776495.147209017,623861.8555280366 5776481.948298345,623910.1236592445 5776501.057892616,623926.3206451549 5776498.062505041,623939.6010604067 5776500.753548378,623970.2027884257 5776509.563517386,623963.1117368621 5776519.638929034,623957.1450121555 5776530.162860892,623950.9445165184 5776543.073515811,623948.2617167903 5776555.247351559,623947.9611541652 5776565.162632759,623949.0854810223 5776579.3547992855,623954.0058025152 5776607.418834251,623931.1296471573 5776615.411974613,623932.4766129958 5776647.496736758,623881.7149251942 5776662.281716141,623867.8333846921 5776626.75295566,623873.2101160975 5776624.510387638,623837.4097678583 5776583.455474656,623817.1050927377 5776563.528773057))"
hospitals_point.210179951;210179951;hospital;Centre hospitalier intercommunal Redon-Carentoir;CHIRC;;;;public;;yes;;;8;Avenue Étienne Gascon;Redon;35600;11;2024-11-12T11:12:38Z;"general;psychiatry;cardiology;FR:soins_palliatifs;outpatient_surgery;FR:chirurgie_ambulatoire;hepatology;gastroenterology;maternity;paediatrics;orthopaedics;family_planning;geriatrics;addiction;emergency";POINT (-231535.51277683972 6049534.790041592);"SRID=3857;POLYGON((-231637.94903473367 6049676.074380958,-231626.3050159967 6049323.774559864,-231579.13894774756 6049323.75803427,-231579.04989215493 6049317.379157044,-231451.6447349421 6049323.708457486,-231431.93005312255 6049616.6626467565,-231441.20296670563 6049622.893009699,-231439.70015357994 6049661.713064744,-231465.06986553172 6049665.332312491,-231457.32202897247 6049769.497887927,-231594.05575951387 6049760.276134659,-231592.56407833725 6049677.875744518,-231637.94903473367 6049676.074380958))"
hospitals_point.577834262;577834262;hospital;Centre Hospitalier Fernand Léger;;;Centre hospitalier Maréchal Leclerc;;;public;yes;;;47;Rue Aristide Briand;Argentan;61200;6;2022-12-30T09:51:47Z;;POINT (-1953.476443461885 6232036.594057647);"SRID=3857;POLYGON((-2251.57028468291 6231973.212429448,-2243.521885498556 6231961.884493542,-2228.527150088702 6231948.496952426,-2221.5251541178054 6231936.966464214,-2211.2726290157448 6231920.253192865,-2195.1424347997995 6231930.281151727,-2190.7453149134653 6231922.988089561,-2189.1645781442007 6231919.898669287,-2185.0234930866914 6231914.074355435,-2138.4251542406264 6231940.055890705,-2120.936862237003 6231954.4057006305,-2093.641323094493 6231913.230252305,-2076.9322675264225 6231882.420545708,-2036.8683827899233 6231904.08017982,-2028.4526292859514 6231907.152712284,-2018.7678335869368 6231910.799235775,-1994.322073408734 6231923.393259518,-1982.9786172968995 6231899.657085583,-1960.6590593928481 6231911.778395126,-1928.554518248068 6231924.321774069,-1919.871597966193 6231908.435748148,-1913.5486508891347 6231896.7027300345,-1907.025328728649 6231884.61520604,-1895.2477266027204 6231890.59143782,-1891.45173196667 6231883.163353757,-1886.2976395429414 6231882.572483711,-1882.3346656707008 6231876.917015377,-1868.6757641503661 6231885.5268343445,-1858.3787112519883 6231894.491184552,-1851.1986040958222 6231906.122907319,-1862.2081017352768 6231911.997861893,-1844.7198097316536 6231946.623035999,-1845.3209349819372 6231946.893150051,-1841.5138083968075 6231954.15246848,-1828.9569698353262 6231947.889195702,-1753.4266953320898 6232076.92030136,-1755.063091846751 6232085.7329121595,-1788.0581889178777 6232120.9665644225,-1789.3272311129206 6232122.266515102,-1788.7706336589545 6232133.054425173,-1755.5862934534791 6232164.793582861,-1740.5136344000705 6232181.507335968,-1730.7286511593416 6232195.317310349,-1751.93501415546 6232214.580405072,-1763.423185605326 6232220.995818811,-1787.3123483295624 6232226.820343375,-1796.718845301594 6232240.849866792,-1925.5600239457287 6232164.861113111,-2053.80007733958 6232089.311982761,-2251.57028468291 6231973.212429448))"
hospitals_point.338167307;338167307;hospital;EPS Vallée de la Blanche;;;;;;;;;;;Route de St Pons;Seyne;04140;13;2025-03-23T10:09:44Z;geriatrics;POINT (708016.6328106344 5520230.128587163);"SRID=3857;POLYGON((707891.8629590987 5520230.446393961,707977.0891612498 5520169.045836737,708130.8436419335 5520174.089883163,708146.3727108992 5520185.734791115,708150.2466291789 5520198.8742505545,708146.6732735245 5520215.5943957325,708138.3131797658 5520225.44902079,708045.7510231712 5520275.313898138,707996.481016546 5520299.506946499,707989.6126039642 5520317.114668751,707972.5139301784 5520324.198244759,707968.4285048662 5520325.895190159,707943.559730623 5520294.883173612,707891.8629590987 5520230.446393961))"
hospitals_point.888875308;888875308;hospital;Centre Hospitalier Aunay-Bayeux;;;;;;;yes;;;;Rue de Nesmond;Bayeux;14400;8;2025-03-26T16:39:08Z;"emergency;maternity;general;gynaecology;cardiology;radiology;internal;ophthalmology;paediatrics;physiatry;surgery;vaccination;pulmonology;community;anaesthetics;rheumatology;urology;diabetology";POINT (-78063.37221287233 6321634.39845909);"SRID=3857;POLYGON((-78177.58557768913 6321610.590846056,-78176.7840773554 6321600.831258395,-78167.91191393918 6321602.9810966635,-78120.71244984283 6321574.0606993,-78118.26342104537 6321562.321946897,-78110.47105668984 6321558.227037119,-78109.54710491627 6321557.749297775,-78099.41703125407 6321552.971905825,-78100.53022616201 6321550.071347747,-78090.51147199061 6321545.464581095,-78090.28883300904 6321545.635202037,-78084.72285846937 6321542.734646491,-78083.94362203381 6321542.564025608,-78082.60778814429 6321542.905267378,-78082.05119069033 6321543.246509159,-78081.16063476398 6321544.270234599,-78080.8266762916 6321545.123339221,-78069.69472721228 6321540.516575279,-78070.14000517546 6321539.1516086655,-78070.14000517546 6321538.298504645,-78070.02868568465 6321537.616021493,-78069.69472721228 6321536.76291763,-78068.91549077672 6321535.397951627,-78068.47021281355 6321534.886089433,-78062.12500183833 6321531.985537591,-78062.34764081992 6321531.303054951,-78023.71977751466 6321515.094108488,-78023.60845802385 6321515.435349144,-78022.60658260672 6321515.094108488,-78020.26887330007 6321515.605969477,-78017.70852501183 6321514.411627217,-77998.56157259537 6321579.076973486,-78003.12567171789 6321580.953811538,-77987.31830402525 6321620.026262365,-77990.10129129508 6321621.049997139,-77971.06565836944 6321670.871906673,-77969.95246346151 6321670.701283191,-77955.80375618167 6321712.811263265,-78029.70876611934 6321736.016204561,-78033.56042050078 6321737.2276407555,-78043.32313984334 6321740.298888221,-78046.21744660397 6321734.10520698,-78049.42344793881 6321726.683032982,-78058.02844457714 6321706.61760225,-78068.3366294246 6321682.57668574,-78072.32186719499 6321668.619677002,-78076.69672318318 6321655.839991256,-78068.75964348963 6321651.3526028665,-78056.23620077535 6321644.271747728,-78058.98579219796 6321640.108548934,-78061.2789737083 6321637.225023109,-78072.88959659805 6321646.933466069,-78078.60028647573 6321650.977232085,-78081.62817662531 6321653.297706286,-78085.62454634478 6321656.863730389,-78088.11810293855 6321666.367447929,-78086.43717862759 6321685.733225157,-78086.98264413247 6321700.731069145,-78087.21641506313 6321707.112412466,-78087.52810963737 6321715.575377911,-78087.69508887354 6321720.165175233,-78090.26656911087 6321723.458228385,-78090.76750681945 6321724.1066016955,-78093.12748002427 6321727.1266569905,-78095.44292543276 6321730.658587435,-78097.99214177192 6321726.495345906,-78099.80664947187 6321723.714165214,-78110.64916787512 6321716.803873605,-78114.95723216882 6321714.483381895,-78124.21901380282 6321708.921029365,-78135.41775457663 6321702.1984364325,-78146.6832870449 6321698.598268313,-78153.06189386736 6321696.567842426,-78152.85038683485 6321694.929852146,-78151.40323345453 6321680.938698187,-78157.52580544815 6321672.748765194,-78160.53143169958 6321661.999490238,-78164.20497489577 6321648.690883127,-78163.20309947863 6321648.349637067,-78165.2068503129 6321641.183473014,-78169.54831045384 6321624.633069832,-78177.58557768913 6321610.590846056))"
hospitals_point.27844202;27844202;hospital;Hôpital Sud;;;;;;public;yes;;;16;Boulevard de Bulgarie;Rennes;35200;9;2023-04-21T15:47:46Z;intensive;POINT (-184020.39890308166 6120686.670864933);"SRID=3857;POLYGON((-184219.2968610137 6120517.235483989,-184006.73229334396 6120528.816247637,-183815.12918579055 6120537.647631873,-183813.53731707225 6120798.560820929,-183833.24086694265 6120798.960745055,-183926.24830150043 6120800.81039439,-183928.0850730985 6120830.254865902,-183947.87767856155 6120859.932729298,-183975.18434965317 6120877.596189197,-183995.36657333394 6120882.928561599,-184017.3187769184 6120888.727520357,-184091.2571827033 6120886.927843081,-184097.1682476644 6120881.54547719,-184212.0833580103 6120776.914955356,-184217.89423542973 6120567.724395496,-184219.2968610137 6120517.235483989))"
hospitals_point.408001866;408001866;hospital;Etablissement Public de Santé Mentale;;;;;;;;;;15 ter;Rue Saint-Ouen;Caen;14000;18;2024-10-09T04:49:38Z;psychiatry;POINT (-41769.493623789705 6304980.672566722);"SRID=3857;POLYGON((-42010.85149852443 6305386.047117591,-42008.190962694476 6305383.424592119,-42004.98496135963 6305380.393362396,-41981.173722278945 6305355.241009504,-41975.52982409573 6305349.28074731,-41970.44252336647 6305343.797309814,-41969.58536328737 6305342.877727474,-41968.97310608801 6305341.634588549,-41968.472168379434 6305340.016805293,-41969.57423133829 6305327.857896846,-41968.67254346286 6305324.571248135,-41964.19749993297 6305318.611007629,-41934.83141826171 6305287.515649796,-41969.18461312052 6305256.113882412,-41968.56122397207 6305226.125644355,-41952.68706458495 6305189.819754467,-41977.6448944208 6305158.503495713,-41953.766863645644 6305107.1444020895,-41965.21050729919 6305021.1663016295,-41890.97153888916 6305000.663830036,-41887.565162470884 6304994.244046446,-41917.02029973479 6304914.414360774,-41912.01092264908 6304914.244076416,-41916.01842431764 6304902.8350323,-41960.32358165336 6304902.324179941,-41963.03977722872 6304814.0663852235,-41939.29532984251 6304806.914530319,-41943.1803800712 6304784.81193137,-41955.080433637006 6304739.568194247,-41981.22938202434 6304745.868587193,-41989.81211476451 6304712.306277957,-41949.859549518806 6304701.578627387,-41940.07456627807 6304664.934438268,-41929.06506863862 6304627.609294172,-41924.25606663634 6304619.248620776,-41906.64532319285 6304601.999436896,-41882.29975055636 6304591.25489894,-41779.74110368852 6304565.270542043,-41755.4623227465 6304519.789596407,-41589.329114686625 6304613.510240779,-41579.020929839164 6304622.007131243,-41564.69411137407 6304637.093815581,-41549.61032037158 6304660.98395899,-41537.676870958545 6304682.779729797,-41527.96981136137 6304706.806226833,-41508.31078928729 6304781.099790237,-41494.37358903996 6305019.872124204,-41653.527065027105 6305072.865446446,-41648.15033362179 6305088.106196895,-41642.918317554504 6305129.29893294,-41634.112945832756 6305166.626298796,-41634.714071083035 6305204.8393391045,-41730.849583332114 6305221.408594472,-41742.693977152514 6305259.826232763,-41751.15425845281 6305287.260211956,-41765.49220886698 6305282.781536379,-41769.66668977172 6305307.848526876,-41770.713092985185 6305315.171099312,-41770.713092985185 6305326.972374787,-41771.91534348575 6305463.71851792,-41797.46316662281 6305548.236577322,-41806.36872588627 6305577.1871451605,-41811.311311277495 6305573.389506183,-41816.832758020835 6305569.166124939,-41858.07662935975 6305537.354595481,-41861.41621408354 6305542.071822192,-41935.86668952608 6305487.832389219,-41958.33096276816 6305463.088424752,-41964.21976383113 6305453.381589981,-41987.96421121733 6305415.184452234,-42001.133306978176 6305401.543875669,-41998.62861843533 6305399.142727771,-42010.85149852443 6305386.047117591))"
hospitals_point.6133518953;6133518953;hospital;Clinique Jean-le-Bon;;;;;Ramsay Santé;private;no;;;35;Rue Jean le Bon;Dax;40100;10;2024-02-21T20:36:34Z;orthopaedics;POINT (-117924.1207098348 5419445.019640935);
hospitals_point.659619776;659619776;hospital;Hôpital du Pays Dunois;;;;;;;yes;;;19;Rue de l'Hôpital;La Clayette;71800;3;2019-09-27T00:25:44Z;;POINT (479291.51675439824 5826723.551535949);"SRID=3857;POLYGON((479198.05842101824 5826673.748324903,479198.2142683053 5826669.559929283,479201.1976306586 5826664.63051237,479205.38324351236 5826657.268610545,479242.00735598337 5826641.513839082,479279.421836839 5826629.544742145,479285.54440883256 5826629.399759912,479298.98067137133 5826629.254777684,479305.4038059901 5826629.705833516,479322.4245561324 5826637.164367255,479330.33937192784 5826641.497729925,479338.6994656864 5826646.862081456,479346.60314953275 5826653.885681783,479354.37324999005 5826660.748195762,479366.90782465343 5826675.68143124,479382.8821715824 5826700.022498149,479390.3517094145 5826766.602344502,479395.0048641297 5826783.356123153,479312.4725936556 5826799.868291895,479303.21081202145 5826804.185625014,479290.52039007103 5826809.3406524,479287.72627085226 5826810.275001437,479279.36617709365 5826814.237931206,479268.189700218 5826815.317266042,479226.46715506865 5826819.42518343,479226.0552729527 5826818.104205866,479222.0366393351 5826801.592002998,479220.75646519096 5826796.308104608,479219.632138334 5826790.218737827,479206.96398028167 5826721.818361567,479203.1791175947 5826701.3917858405,479198.05842101824 5826673.748324903))"
hospitals_point.491654343;491654343;hospital;Hôpitaux du Léman;;;;Centre hospitalier Georges-Pianta;Groupement Hospitalier de Territoire Léman-Mont-Blanc;public;yes;;;3;Avenue de la Dame;Thonon-les-Bains;74200;17;2024-09-02T20:06:31Z;intensive;POINT (721388.7530103247 5838153.140644576);"SRID=3857;POLYGON((721143.7581571949 5837835.393630092,721182.1856454167 5837835.280722757,721201.6331604583 5837835.232333898,721230.7988670461 5837839.280869258,721381.1024435153 5837961.270079815,721456.9555445417 5838026.257484652,721511.724734012 5838056.420577986,721549.7626040161 5838097.068332293,721644.0279488198 5838197.6723303795,721604.6542449262 5838224.819637725,721628.1983172289 5838290.889726218,721613.8937626622 5838318.021190195,721627.0851223212 5838372.526327765,721607.9604338028 5838445.469214471,721603.5076541712 5838478.182407963,721582.713173291 5838482.102192253,721563.7220681616 5838485.683231274,721521.7434881835 5838464.568026689,721479.6647206636 5838471.39134548,721477.0153167828 5838457.228528921,721462.3879356924 5838379.010832381,721428.9809565054 5838359.6541163055,721422.8138567155 5838319.521327087,721371.5846270524 5838267.839338793,721340.6266766628 5838301.503570789,721323.2830999972 5838285.518286954,721303.1008763163 5838278.937068533,721275.1596841273 5838253.644588568,721225.0102535249 5838218.57720136,721165.9552636591 5838168.186223198,721159.8549555637 5838163.218114191,721162.2260607176 5838067.1954406295,721161.8141786016 5838029.031839727,721164.0628323157 5838000.852820353,721160.5674003047 5837964.350881685,721155.2574605938 5837923.574701213,721143.7581571949 5837835.393630092))"
hospitals_point.108818324;108818324;hospital;Polyclinique d'Hénin-Beaumont;;;;;Groupe AHNAC;private;yes;;;110;Route de Courrières;Hénin-Beaumont;62110;11;2023-11-04T02:35:36Z;;POINT (328303.7508960234 6521883.627247013);"SRID=3857;POLYGON((328232.0864539239 6521833.552819683,328248.67305805214 6521828.659368225,328236.3165945741 6521787.06514768,328258.46917324193 6521780.424073003,328259.9163266222 6521784.967965629,328274.610499407 6521780.59883806,328272.05015111866 6521771.860589841,328277.5048061676 6521770.287706143,328279.95383496507 6521779.025952698,328284.295295106 6521777.627832629,328282.84814172564 6521772.90917914,328289.3046721917 6521771.511060106,328303.99884497636 6521772.90917914,328319.3609347058 6521781.647428465,328325.70614568103 6521792.4828704465,328328.9344109141 6521806.638872476,328324.8155897547 6521821.319196463,328319.806212669 6521830.232263018,328317.13454489 6521833.028521175,328303.10828905 6521840.368703321,328305.7799568291 6521849.281790399,328312.0138483135 6521847.883658458,328326.1514236442 6521849.107023894,328340.0663599934 6521856.796753634,328346.6342099502 6521864.661257345,328348.9719192569 6521869.030429308,328351.53226754506 6521877.244478845,328352.2001844899 6521883.710863999,328349.19455823844 6521898.391324741,328340.5116379566 6521910.7998297205,328339.2871235579 6521911.848436633,328327.2646185522 6521918.664384775,328329.93628633115 6521927.577556197,328337.1720532328 6521926.004642897,328351.3096285635 6521927.402788038,328363.66609204153 6521934.393517299,328366.11512083904 6521936.665505578,328372.01505385106 6521945.75346494,328375.68859704724 6521960.259266912,328372.23769283266 6521973.7164794365,328364.00005051395 6521985.251250449,328348.52664129366 6521993.814954476,328346.6342099502 6521987.173713845,328342.40406930004 6521988.3970998805,328342.7380277724 6521989.445716621,328337.2833727236 6521991.018641982,328333.9437879998 6521980.008170719,328343.6285836988 6521977.037093687,328334.7230244353 6521946.802076278,328320.2514906322 6521951.171291619,328331.8287176747 6521990.494333499,328328.0438549877 6521991.542950506,328328.8230914233 6521994.3392631775,328330.047605822 6521993.989724039,328331.3389119152 6521998.393918229,328333.6098295274 6522006.223602582,328329.0902582012 6522007.604284293,328319.0158442844 6522010.732665231,328314.35155762016 6522012.165778682,328312.11403585516 6522004.2661807975,328310.7893339148 6521999.582351987,328311.7912093319 6521999.232812628,328311.1232923872 6521996.61126792,328299.2121068723 6522000.1066610515,328253.2371571746 6521844.213563238,328236.65055304643 6521849.107023894,328232.0864539239 6521833.552819683))"
hospitals_point.61485435;61485435;hospital;Institut Daniel Hollard;;;;;;;;;;12;Rue du Docteur Hermite;Grenoble;38000;13;2024-07-08T11:57:20Z;;POINT (635529.6297397407 5650154.924403922);"SRID=3857;POLYGON((635491.848009173 5650164.58989416,635493.1504472153 5650164.526721742,635492.6161136595 5650145.732947846,635492.4825302706 5650140.821304166,635509.1359260932 5650140.300133132,635509.113662195 5650137.915381195,635514.0896434335 5650137.741657568,635514.167567077 5650139.131446673,635525.0212174293 5650138.594482674,635562.1128717617 5650136.7624881035,635562.13513566 5650137.204693655,635565.508116231 5650136.999383933,635566.632443088 5650167.938032815,635566.6769708843 5650169.991137325,635492.0483842565 5650172.549622061,635491.848009173 5650164.58989416))"
hospitals_point.132255846;132255846;hospital;Hôpital de jour de psychiatrie;;;;;;;;;;30;Rue du Maréchal Gallieni;Saint-Germain-en-Laye;78100;4;2025-02-10T20:24:04Z;psychiatry;POINT (231067.87354299088 6257732.173620757);"SRID=3857;POLYGON((231053.61076366162 6257738.340073469,231061.0357736975 6257718.460062552,231069.20662432176 6257721.389567187,231073.2141259903 6257722.811985991,231082.0862894065 6257725.978562043,231074.78373081045 6257745.875524225,231053.61076366162 6257738.340073469))"
hospitals_point.729963193;729963193;hospital;Fondation Bon Sauveur;;;;;Fondation Bon Sauveur;private_non_profit;;;;359;Avenue de la Banque à Genêts;Cherbourg-en-Cotentin;50470;5;2023-04-14T15:22:18Z;psychiatry;POINT (-178647.0212930665 6377535.412287053);"SRID=3857;POLYGON((-178862.3914570089 6377707.449736931,-178785.647800056 6377526.478886751,-178694.46600514723 6377311.435086689,-178645.77485987425 6377247.26653674,-178529.29014470815 6377305.509437142,-178403.04271019954 6377555.14608518,-178416.61255612722 6377563.493771952,-178427.67771351206 6377570.295596954,-178433.27708389895 6377573.730864208,-178461.7971374402 6377591.267925491,-178470.04591170797 6377596.334957871,-178554.19231479862 6377648.070392727,-178582.0889791914 6377665.229726063,-178584.87196646124 6377672.873284263,-178633.71895902135 6377703.791118941,-178645.79712377238 6377702.554403365,-178660.99223426566 6377712.207660372,-178664.93294423976 6377724.574838627,-178722.21795420197 6377761.229888134,-178723.28662131363 6377761.539069179,-178724.22170503627 6377761.264241586,-178724.93414977734 6377760.02751752,-178724.24396893443 6377753.2427151315,-178738.88248197376 6377763.050621115,-178739.2943640897 6377773.322310797,-178842.1313096845 6377840.037070148,-178847.63049252972 6377804.858881578,-178862.3914570089 6377707.449736931))"
hospitals_point.788862225;788862225;hospital;Clinique Sainte-Odile;;;;;;;;;;6;Rue des Prémontrés;Haguenau;67500;3;2022-06-12T20:23:27Z;;POINT (867465.0790131041 6244176.18719306);"SRID=3857;POLYGON((867404.7116583697 6244195.784325486,867407.3944580979 6244181.7519138185,867422.7788117256 6244166.062690693,867440.534270507 6244130.085788719,867453.3805397446 6244096.205424806,867470.6907205629 6244067.0927652195,867520.4060051512 6244088.141106648,867497.1958913207 6244145.386097256,867522.053533615 6244236.529170566,867434.2669831753 6244263.258571615,867420.5301580116 6244254.298041945,867408.5855766493 6244240.569852603,867404.7116583697 6244195.784325486))"
